2026-04-26T00:31:25.818138425Z [info] INFO:     100.64.0.11:19358 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T01:14:07.717897721Z [info] INFO:     100.64.0.30:33164 - "GET / HTTP/1.1" 200 OK
2026-04-26T01:36:38.377010694Z [info] INFO:     100.64.0.8:26826 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T02:40:41.673421906Z [info] INFO:     100.64.0.8:47112 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T03:47:35.182884224Z [info] INFO:     100.64.0.14:47194 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T04:02:06.094802028Z [info] INFO:     100.64.0.28:36306 - "GET / HTTP/1.1" 200 OK
2026-04-26T04:46:18.020723411Z [info] INFO:     100.64.0.20:40976 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T05:49:31.110294921Z [info] INFO:     100.64.0.34:50300 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T06:18:52.194809697Z [error] 2026-04-26 06:18:44,706 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/psi/scores "HTTP/1.1 200 "
2026-04-26T06:20:14.680082236Z [error] 2026-04-26 06:20:14,676 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/EURS?format=json "HTTP/1.1 200 "
2026-04-26T06:20:14.680088436Z [error] 2026-04-26 06:20:14,676 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/EURS 200 (2831 bytes)
2026-04-26T06:20:14.680094556Z [error] 2026-04-26 06:20:14,677 INFO [basis_state] 7d changes computed for 35 entities
2026-04-26T06:50:46.412933688Z [info] INFO:     100.64.0.11:23160 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T07:53:20.915976160Z [info] INFO:     100.64.0.21:58034 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T08:04:41.523049668Z [info] INFO:     100.64.0.30:46298 - "GET / HTTP/1.1" 200 OK
2026-04-26T08:04:41.523056334Z [info] INFO:     100.64.0.30:46298 - "GET /favicon.ico HTTP/1.1" 404 Not Found
2026-04-26T08:05:01.520811898Z [error] 2026-04-26 08:04:56,018 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/psi/scores 200 (6934 bytes)
2026-04-26T08:05:01.520819400Z [error] 2026-04-26 08:04:56,019 INFO [basis_state] Returning 51 entities to client (caching)
2026-04-26T08:05:01.520825406Z [error] 2026-04-26 08:04:56,019 INFO [basis_state] Computing 7d changes for 36 entities
2026-04-26T08:05:01.520833138Z [error] 2026-04-26 08:04:56,019 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USDT params={'format': 'json'}
2026-04-26T08:05:01.520833232Z [info] INFO:     100.64.0.44:59920 - "GET / HTTP/1.1" 200 OK
2026-04-26T08:05:01.520840726Z [info] INFO:     100.64.0.43:47940 - "GET /api/entities HTTP/1.1" 200 OK
2026-04-26T08:05:01.520842829Z [error] 2026-04-26 08:04:55,021 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/scores params=None
2026-04-26T08:05:01.520848948Z [info] INFO:     100.64.0.43:47940 - "GET /favicon.ico HTTP/1.1" 404 Not Found
2026-04-26T08:05:01.520849041Z [info] INFO:     100.64.0.40:52608 - "GET /favicon.ico HTTP/1.1" 404 Not Found
2026-04-26T08:05:01.520857652Z [error] 2026-04-26 08:04:55,618 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/scores "HTTP/1.1 200 "
2026-04-26T08:05:01.520858066Z [error] 2026-04-26 08:04:59,864 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDT?format=json "HTTP/1.1 200 "
2026-04-26T08:05:01.520861837Z [error] 2026-04-26 08:04:55,619 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/scores 200 (38128 bytes)
2026-04-26T08:05:01.520865274Z [error] 2026-04-26 08:04:55,620 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/psi/scores params=None
2026-04-26T08:05:01.520868790Z [error] 2026-04-26 08:04:56,018 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/psi/scores "HTTP/1.1 200 "
2026-04-26T08:05:01.524071525Z [error] 2026-04-26 08:04:59,865 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDT 200 (5109 bytes)
2026-04-26T08:05:01.524074969Z [error] 2026-04-26 08:04:59,865 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USD1 params={'format': 'json'}
2026-04-26T08:05:03.427387816Z [error] 2026-04-26 08:05:03,267 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USD1?format=json "HTTP/1.1 200 "
2026-04-26T08:05:03.427398847Z [error] 2026-04-26 08:05:03,267 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USD1 200 (4511 bytes)
2026-04-26T08:05:03.427404669Z [error] 2026-04-26 08:05:03,268 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USDC params={'format': 'json'}
2026-04-26T08:05:06.690568096Z [error] 2026-04-26 08:05:06,687 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDC?format=json "HTTP/1.1 200 "
2026-04-26T08:05:06.692584122Z [error] 2026-04-26 08:05:06,688 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDC 200 (31828 bytes)
2026-04-26T08:05:06.692590878Z [error] 2026-04-26 08:05:06,689 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USDS params={'format': 'json'}
2026-04-26T08:05:10.446987341Z [error] 2026-04-26 08:05:10,136 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDS?format=json "HTTP/1.1 200 "
2026-04-26T08:05:10.446995385Z [error] 2026-04-26 08:05:10,137 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDS 200 (2734 bytes)
2026-04-26T08:05:10.446999411Z [error] 2026-04-26 08:05:10,137 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/RLUSD params={'format': 'json'}
2026-04-26T08:05:13.557966243Z [error] 2026-04-26 08:05:13,553 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/RLUSD?format=json "HTTP/1.1 200 "
2026-04-26T08:05:13.557970292Z [error] 2026-04-26 08:05:13,554 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/RLUSD 200 (2807 bytes)
2026-04-26T08:05:13.557974087Z [error] 2026-04-26 08:05:13,554 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USDP params={'format': 'json'}
2026-04-26T08:05:16.957537251Z [error] 2026-04-26 08:05:16,952 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDP?format=json "HTTP/1.1 200 "
2026-04-26T08:05:16.957545834Z [error] 2026-04-26 08:05:16,953 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDP 200 (3138 bytes)
2026-04-26T08:05:16.957550799Z [error] 2026-04-26 08:05:16,953 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/DAI params={'format': 'json'}
2026-04-26T08:05:20.453121927Z [error] 2026-04-26 08:05:20,368 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/DAI?format=json "HTTP/1.1 200 "
2026-04-26T08:05:20.453132179Z [error] 2026-04-26 08:05:20,369 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/DAI 200 (3686 bytes)
2026-04-26T08:05:20.453136846Z [error] 2026-04-26 08:05:20,369 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/FDUSD params={'format': 'json'}
2026-04-26T08:05:23.777950860Z [error] 2026-04-26 08:05:23,774 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/FDUSD?format=json "HTTP/1.1 200 "
2026-04-26T08:05:23.777957512Z [error] 2026-04-26 08:05:23,775 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/FDUSD 200 (29274 bytes)
2026-04-26T08:05:23.787282000Z [error] 2026-04-26 08:05:23,783 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USDTB params={'format': 'json'}
2026-04-26T08:05:23.818190932Z [error] 2026-04-26 08:05:23,814 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDTB?format=json "HTTP/1.1 429 "
2026-04-26T08:05:23.818196469Z [error] 2026-04-26 08:05:23,815 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDTB 429 (56 bytes)
2026-04-26T08:05:23.818200846Z [error] 2026-04-26 08:05:23,815 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-26T08:05:23.818205825Z [error] 2026-04-26 08:05:23,815 WARNING [basis_state] Failed to fetch history for stablecoin:USDTB
2026-04-26T08:05:23.818210389Z [error] 2026-04-26 08:05:23,815 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USDD params={'format': 'json'}
2026-04-26T08:05:23.840202735Z [error] 2026-04-26 08:05:23,837 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDD?format=json "HTTP/1.1 429 "
2026-04-26T08:05:23.840207640Z [error] 2026-04-26 08:05:23,838 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDD 429 (56 bytes)
2026-04-26T08:05:23.840211764Z [error] 2026-04-26 08:05:23,838 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-26T08:05:23.840216157Z [error] 2026-04-26 08:05:23,838 WARNING [basis_state] Failed to fetch history for stablecoin:USDD
2026-04-26T08:05:23.840220213Z [error] 2026-04-26 08:05:23,838 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/TUSD params={'format': 'json'}
2026-04-26T08:05:23.864621973Z [error] 2026-04-26 08:05:23,862 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/TUSD?format=json "HTTP/1.1 429 "
2026-04-26T08:05:23.864628457Z [error] 2026-04-26 08:05:23,862 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/TUSD 429 (56 bytes)
2026-04-26T08:05:23.864632656Z [error] 2026-04-26 08:05:23,862 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-26T08:05:23.864636430Z [error] 2026-04-26 08:05:23,862 WARNING [basis_state] Failed to fetch history for stablecoin:TUSD
2026-04-26T08:05:23.864639596Z [error] 2026-04-26 08:05:23,862 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/GHO params={'format': 'json'}
2026-04-26T08:05:23.892897699Z [error] 2026-04-26 08:05:23,891 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/GHO?format=json "HTTP/1.1 429 "
2026-04-26T08:05:23.894801249Z [error] 2026-04-26 08:05:23,891 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/GHO 429 (56 bytes)
2026-04-26T08:05:23.894807321Z [error] 2026-04-26 08:05:23,891 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-26T08:05:23.894811025Z [error] 2026-04-26 08:05:23,891 WARNING [basis_state] Failed to fetch history for stablecoin:GHO
2026-04-26T08:05:23.894814683Z [error] 2026-04-26 08:05:23,891 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/PYUSD params={'format': 'json'}
2026-04-26T08:05:23.917656264Z [error] 2026-04-26 08:05:23,915 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/PYUSD?format=json "HTTP/1.1 429 "
2026-04-26T08:05:23.919499352Z [error] 2026-04-26 08:05:23,916 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/PYUSD 429 (56 bytes)
2026-04-26T08:05:23.919507584Z [error] 2026-04-26 08:05:23,916 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-26T08:05:23.919512319Z [error] 2026-04-26 08:05:23,916 WARNING [basis_state] Failed to fetch history for stablecoin:PYUSD
2026-04-26T08:05:23.919516795Z [error] 2026-04-26 08:05:23,916 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USDe params={'format': 'json'}
2026-04-26T08:05:23.941057244Z [error] 2026-04-26 08:05:23,939 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDe?format=json "HTTP/1.1 429 "
2026-04-26T08:05:23.941060811Z [error] 2026-04-26 08:05:23,939 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDe 429 (56 bytes)
2026-04-26T08:05:23.942282453Z [error] 2026-04-26 08:05:23,939 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-26T08:05:23.942285860Z [error] 2026-04-26 08:05:23,940 WARNING [basis_state] Failed to fetch history for stablecoin:USDe
2026-04-26T08:05:23.942288800Z [error] 2026-04-26 08:05:23,940 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/MUSD params={'format': 'json'}
2026-04-26T08:05:23.967344118Z [error] 2026-04-26 08:05:23,964 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/MUSD?format=json "HTTP/1.1 429 "
2026-04-26T08:05:23.967349814Z [error] 2026-04-26 08:05:23,964 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/MUSD 429 (56 bytes)
2026-04-26T08:05:23.967353218Z [error] 2026-04-26 08:05:23,964 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-26T08:05:23.967356330Z [error] 2026-04-26 08:05:23,964 WARNING [basis_state] Failed to fetch history for stablecoin:MUSD
2026-04-26T08:05:23.967359462Z [error] 2026-04-26 08:05:23,964 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/FRAX params={'format': 'json'}
2026-04-26T08:05:24.010003006Z [error] 2026-04-26 08:05:24,006 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/FRAX?format=json "HTTP/1.1 429 "
2026-04-26T08:05:24.010007946Z [error] 2026-04-26 08:05:24,007 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/FRAX 429 (56 bytes)
2026-04-26T08:05:24.010011463Z [error] 2026-04-26 08:05:24,007 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-26T08:05:24.010014634Z [error] 2026-04-26 08:05:24,007 WARNING [basis_state] Failed to fetch history for stablecoin:FRAX
2026-04-26T08:05:24.010017882Z [error] 2026-04-26 08:05:24,007 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/LUSD params={'format': 'json'}
2026-04-26T08:05:24.041100190Z [error] 2026-04-26 08:05:24,039 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/LUSD?format=json "HTTP/1.1 429 "
2026-04-26T08:05:24.042788857Z [error] 2026-04-26 08:05:24,039 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/LUSD 429 (56 bytes)
2026-04-26T08:05:24.042793191Z [error] 2026-04-26 08:05:24,039 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-26T08:05:24.042796797Z [error] 2026-04-26 08:05:24,040 WARNING [basis_state] Failed to fetch history for stablecoin:LUSD
2026-04-26T08:05:24.042800153Z [error] 2026-04-26 08:05:24,040 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/DOLA params={'format': 'json'}
2026-04-26T08:05:24.064941788Z [error] 2026-04-26 08:05:24,062 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/DOLA?format=json "HTTP/1.1 429 "
2026-04-26T08:05:24.064947688Z [error] 2026-04-26 08:05:24,063 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/DOLA 429 (56 bytes)
2026-04-26T08:05:24.064951426Z [error] 2026-04-26 08:05:24,063 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-26T08:05:24.066505300Z [error] 2026-04-26 08:05:24,063 WARNING [basis_state] Failed to fetch history for stablecoin:DOLA
2026-04-26T08:05:24.066509636Z [error] 2026-04-26 08:05:24,063 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/crvUSD params={'format': 'json'}
2026-04-26T08:05:24.445012877Z [error] 2026-04-26 08:05:24,130 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/crvUSD?format=json "HTTP/1.1 429 "
2026-04-26T08:05:24.445016489Z [error] 2026-04-26 08:05:24,130 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/crvUSD 429 (56 bytes)
2026-04-26T08:05:24.445019474Z [error] 2026-04-26 08:05:24,130 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-26T08:05:24.445023044Z [error] 2026-04-26 08:05:24,130 WARNING [basis_state] Failed to fetch history for stablecoin:crvUSD
2026-04-26T08:05:24.445026176Z [error] 2026-04-26 08:05:24,130 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/SUSDS params={'format': 'json'}
2026-04-26T08:05:24.445029516Z [error] 2026-04-26 08:05:24,152 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/SUSDS?format=json "HTTP/1.1 429 "
2026-04-26T08:05:24.445032878Z [error] 2026-04-26 08:05:24,152 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/SUSDS 429 (56 bytes)
2026-04-26T08:05:24.445036381Z [error] 2026-04-26 08:05:24,152 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-26T08:05:24.445040297Z [error] 2026-04-26 08:05:24,153 WARNING [basis_state] Failed to fetch history for stablecoin:SUSDS
2026-04-26T08:05:24.445043896Z [error] 2026-04-26 08:05:24,153 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/EURC params={'format': 'json'}
2026-04-26T08:05:24.445047136Z [error] 2026-04-26 08:05:24,174 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/EURC?format=json "HTTP/1.1 429 "
2026-04-26T08:05:24.445050830Z [error] 2026-04-26 08:05:24,174 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/EURC 429 (56 bytes)
2026-04-26T08:05:24.446350523Z [error] 2026-04-26 08:05:24,174 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-26T08:05:24.446354738Z [error] 2026-04-26 08:05:24,175 WARNING [basis_state] Failed to fetch history for stablecoin:EURC
2026-04-26T08:05:24.446357774Z [error] 2026-04-26 08:05:24,175 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/GUSD params={'format': 'json'}
2026-04-26T08:05:24.446361213Z [error] 2026-04-26 08:05:24,195 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/GUSD?format=json "HTTP/1.1 429 "
2026-04-26T08:05:24.446364481Z [error] 2026-04-26 08:05:24,195 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/GUSD 429 (56 bytes)
2026-04-26T08:05:24.446367784Z [error] 2026-04-26 08:05:24,196 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-26T08:05:24.446371755Z [error] 2026-04-26 08:05:24,196 WARNING [basis_state] Failed to fetch history for stablecoin:GUSD
2026-04-26T08:05:24.446375081Z [error] 2026-04-26 08:05:24,196 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/SUSDE params={'format': 'json'}
2026-04-26T08:05:24.446378161Z [error] 2026-04-26 08:05:24,217 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/SUSDE?format=json "HTTP/1.1 429 "
2026-04-26T08:05:24.446380921Z [error] 2026-04-26 08:05:24,217 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/SUSDE 429 (56 bytes)
2026-04-26T08:05:24.446383861Z [error] 2026-04-26 08:05:24,217 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-26T08:05:24.446386625Z [error] 2026-04-26 08:05:24,218 WARNING [basis_state] Failed to fetch history for stablecoin:SUSDE
2026-04-26T08:05:24.448012625Z [error] 2026-04-26 08:05:24,218 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/STKGHO params={'format': 'json'}
2026-04-26T08:05:24.448022288Z [error] 2026-04-26 08:05:24,242 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/STKGHO?format=json "HTTP/1.1 429 "
2026-04-26T08:05:24.448028084Z [error] 2026-04-26 08:05:24,242 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/STKGHO 429 (56 bytes)
2026-04-26T08:05:24.448035448Z [error] 2026-04-26 08:05:24,243 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
